Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,Tm,C_value,CV_C_value
Lolium,Poaceae,Poales,0.16910596646771134,3.866931330981713,-1.1365151264105366,-0.5818451574895072,1.9461651067354397,1.8951843579093346,0.3703754073571108,1.2187952008929985,-2.42864967379914,-0.5871655829389891,1.058419290322602,-0.15383111938645241,-1.4947922907215578
Lomandra,Asparagaceae,Asparagales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.5934927832070107,0.3703754073571108,-1.1614697359315165,0.4917927089150691,-0.073394830170893,0.622337245650042,1.046603600396655,0.7277067966649874
Lomatia,Proteaceae,Proteales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,-0.5074773628578764,0.22622716499173276,0.3703754073571108,-0.015416248196516246,0.4917927089150691,0.012233628623789794,1.0025887168274425,-0.42073299307393996,-1.5633451104269245
Lomatium,Apiaceae,Apiales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.39615645772462665,-0.6506825458724149,0.3703754073571108,0.5639074943211195,0.4817911925455678,0.6544470695839105,1.6620936519127816,-0.17830955572764087,-0.3159293750123489
Lomatogonium,Gentianaceae,Gentianales,-0.18384476950921877,-0.36836060575731233,-2.048275877980898,-0.5818451574895072,-0.528288095667373,-0.6506825458724149,0.3703754073571108,1.2187952008929985,0.4917927089150691,-0.5443513535416478,0.5607727216962688,0.00286097043549491,0.5869371866179056
Lonicera,Caprifoliaceae,Dipsacales,-0.17267109043811824,-0.057293963916394804,0.6870063794654686,1.9138136866043858,-0.528288095667373,-0.6037052395104684,0.3703754073571108,0.5135315149937266,0.4917927089150691,1.9388739515041513,-1.4015964793302513,-0.27390143880399476,0.15425406920513726
Lophochloa,Poaceae,Poales,-0.18384476950921877,-0.36836060575731233,-2.048275877980898,-0.5818451574895072,1.9461651067354397,1.8951843579093346,-0.09985715169762753,-0.1397941439471103,-2.1554905141612917,-0.5871655829389891,-1.296803778454835,0.23421211432471703,0.47072134994002746
Lotononis,Fabaceae,Fabales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,2.684717403194702,1.9800465893507573,0.3703754073571108,0.8047371650857171,0.49075782387277284,-3.0561194781856744,0.06592454285436955,-0.12842452398780554,1.2513719055381498
Lotus,Fabaceae,Fabales,-0.1765549941272629,-0.042954016941247904,-0.18595604265821755,-0.5287460325098944,2.684717403194702,1.9800465893507573,0.3703754073571108,0.8661633604117854,0.4917927089150691,-1.6289784982742956,0.06592454285436955,-0.4361660946006431,-0.7517007351540111
Ludwigia,Onagraceae,Myrtales,-0.15349847608165848,-0.0770442266962104,0.6870063794654686,-0.46300425920097554,-0.4770616610760708,-0.6506825458724149,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.20183751836291688,-2.1224144472890125,-0.39681365927283996,-1.628586276981771
Lunaria,Brassicaceae,Brassicales,-0.18384476950921877,-0.36836060575731233,-0.2247543721048929,-0.5818451574895072,-0.3666949197178435,-0.6506825458724149,0.3703754073571108,-0.015416248196516246,0.4917927089150691,0.6972612989812516,-0.8042340359495638,-0.2888214193233343,0.7616549895850862
Lupinus,Fabaceae,Fabales,-0.1810752251589335,-0.21282728483685356,-0.3561097351060544,-0.3898714000595416,2.684717403194702,1.2834075161866323,0.3703754073571108,1.2187952008929985,0.4917927089150691,0.5117329715927725,-1.2916880179027492,-0.4326257312864486,-1.064925672619737
Luzula,Juncaceae,Poales,-0.1784119292451701,-0.1910375953416017,0.3393010079416277,-0.5818451574895072,-0.528288095667373,-0.6037052395104684,0.3703754073571108,-1.2496276972860312,-2.1980884342882043,-2.342548988229985,-2.8611887347342906,-0.37655755610436664,-0.5014498568948343
Lychnis,Caryophyllaceae,Caryophyllales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.467747775985715,-0.6506825458724149,0.3703754073571108,0.5915729906792603,0.4388861440954767,0.6972612989812516,-0.10910744148328091,-0.3096785018648376,0.07782450775102691
Lycium,Solanaceae,Solanales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,1.9138136866043858,2.4630432420580863,-0.6028511075284898,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-3.0561194781856744,-1.485514789500151,-0.20681227472032487,-1.2096532913515272
Lycopersicon,Solanaceae,Solanales,-0.18384476950921877,-0.36836060575731233,-0.33872446707691894,-0.5818451574895072,2.4630432420580863,-0.6028511075284898,0.3703754073571108,1.2187952008929985,0.4917927089150691,-0.3017373869567135,-2.455888952038617,-0.3886826646298559,-1.5051176333641143
Lycopodiella,Lycopodiaceae,Lycophyta,0.4534273927244555,0.8551681765110858,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.6037052395104684,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.3730944359522825,0.1715694968260092,-0.017735635675820444,-0.9247052537120259
Lycopodium,Lycopodiaceae,Lycophyta,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.528288095667373,-0.6037052395104684,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.3730944359522825,0.1715694968260092,0.008441430642936286,-1.0185257570691812
Lycopus,Lamiaceae,Lamiales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,-0.38442576396305217,1.7659174732647986,0.3703754073571108,-1.2496276972860312,0.4917927089150691,-0.1875661085638034,0.2929670424973553,-0.38150219238998806,0.7108364539941381
Lycurus,Poaceae,Poales,-0.18384476950921877,-0.36836060575731233,0.6870063794654686,-0.5818451574895072,1.9461651067354397,1.8951843579093346,-0.09985715169762753,-0.1397941439471103,-2.1554905141612917,-0.5871655829389891,-1.296803778454835,0.23421211432471703,0.47072134994002746
Lygodesmia,Asteraceae,Asterales,-0.18384476950921877,-0.36836060575731233,0.2962517708680903,-0.5818451574895072,-0.45803472439148674,-0.6037052395104684,-1.5862969696647162,-0.3447177847187448,0.41181751863475785,-0.073394830170893,0.1715694968260092,0.02585991578918117,0.47092188437833943
