Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,Tm,C_value,CV_C_value
Koeleria,Poaceae,Poales,1.470588235,0.117647059,0.941176471,0.0,0.074314214,0.967741935,1.0,0.625,0.0,1.73,0.360925926,5.625833333,63.68485188
Koenigia,Polygonaceae,Caryophyllales,0.0,0.0,0.5,0.0,0.002727273,0.0,1.0,1.0,0.779761905,2.64,0.8,2.17925,59.83677065
Kokia,Malvaceae,Malvales,0.0,0.0,1.0,1.0,0.006153846,0.0,1.0,1.0,0.98951049,4.5,0.645777778,0.63,52.95229277
Korthalsella,Santalaceae,Santalales,0.0,0.0,1.0,0.0,0.002139037,0.0,1.0,0.8125,0.950980392,2.4,0.6471375,64.80090909,50.02063934
Krameria,Krameriaceae,Zygophyllales,0.0,0.0,1.0,1.0,0.0,0.017857143,1.0,0.75,1.0,2.09,0.6471375,2.25,60.63309118
Krigia,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,1.5,74.38814924
Kuhnia,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Kunzea,Myrtaceae,Myrtales,0.0,0.0,1.0,1.0,0.003243243,0.0,1.0,0.75,1.0,2.25,0.733152778,0.508,62.70475775
Kyllinga,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,1.0,1.0,0.512578616,0.105381166,2.53,0.13225,1.062465753,144.9035847
Kyllingia,Cyperaceae,Poales,0.0,0.0,0.666666667,0.0,0.00045977,0.45,1.0,0.512578616,0.105381166,2.53,0.13225,1.062465753,144.9035847
Labordia,Loganiaceae,Gentianales,0.952380952,0.066666667,1.0,1.0,0.0,0.0,1.0,0.75,1.0,2.625,0.6471375,0.43,60.63309118
Laburnum,Fabaceae,Fabales,16.66666667,0.25,1.0,1.0,0.096494845,0.735191638,1.0,1.0,1.0,2.1,0.626545455,1.35,57.6161081
Lactuca,Asteraceae,Asterales,0.092506938,0.021276596,0.329145729,0.0,0.00210989,0.0,1.0,0.863636364,1.0,2.09,0.6471375,3.516875,50.10866239
Lagenifera,Asteraceae,Asterales,33.33333333,0.333333333,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lagenophora,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lagophylla,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lagotis,Plantaginaceae,Lamiales,0.0,0.0,1.0,0.0,0.005925926,0.818181818,1.0,0.715189873,0.794117647,1.43,0.593923077,1.030808511,68.5695549
Lamium,Lamiaceae,Lamiales,0.0,0.0,0.357142857,0.0,0.004320557,0.918604651,1.0,0.75,1.0,2.01,0.6708,2.164285714,33.5928639
Lampranthus,Aizoaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.000990099,0.0,1.0,0.75,0.8,0.86,0.6471375,0.43,60.63309118
Lamyropsis,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,4.0,0.6471375,4.064583333,74.38814924
Langloisia,Polemoniaceae,Ericales,0.0,0.0,0.0,0.0,0.0,0.017857143,1.0,0.833333333,1.0,3.0,0.385285714,1.7,31.61183257
Lappula,Boraginaceae,Boraginales,0.0,0.0,0.0,0.0,0.001824818,0.166666667,1.0,1.0,1.0,1.94,0.600255556,1.286052632,65.04411735
Lapsana,Asteraceae,Asterales,0.0,0.0,0.333333333,0.0,0.00210989,0.017857143,1.0,1.0,1.0,2.09,0.6471375,1.18,74.38814924
Larix,Pinaceae,Pinophyta,3.571428571,0.125,1.0,1.0,0.004761905,0.017857143,1.0,1.0,0.0,0.181818182,0.769,13.2,13.52265875
Laserpitium,Apiaceae,Apiales,0.0,0.0,0.923076923,0.0,0.003968254,0.0,1.0,1.0,1.0,2.6,0.937666667,1.76,16.8741391
Lasthenia,Asteraceae,Asterales,0.735294118,0.058823529,0.055555556,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lastreopsis,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,0.866666667,0.666666667,0.0,4.0,0.6471375,11.5375,49.01572516
Lathraea,Orobanchaceae,Lamiales,0.0,0.0,1.0,0.0,0.0,0.72,1.0,0.5,1.0,1.14,0.7155,3.468225806,49.13924668
Lathyrus,Fabaceae,Fabales,0.024996875,0.015748031,0.692913386,0.0,0.096494845,0.735191638,1.0,0.789473684,1.0,2.1,0.807,7.437222222,24.57897815
Launaea,Asteraceae,Asterales,0.0,0.0,0.833333333,0.5,0.00210989,0.5,0.826621924,0.68329718,1.0,0.666666667,0.6471375,1.54,74.38814924
Laurus,Lauraceae,Laurales,0.0,0.0,1.0,1.0,0.0004,0.0,1.0,0.75,1.0,0.5,0.960666667,3.215,0.0
Lavandula,Lamiaceae,Lamiales,0.0,0.0,1.0,1.0,0.004320557,0.918604651,1.0,1.0,1.0,0.0,0.6708,2.223333333,133.4743801
Lavatera,Malvaceae,Malvales,0.0,0.0,0.477272727,0.363636364,0.006153846,0.0,1.0,1.0,1.0,2.49,0.645777778,1.605723684,52.95229277
Lawrencia,Malvaceae,Malvales,0.0,0.0,1.0,0.25,0.006153846,0.0,1.0,1.0,0.98951049,2.49,0.645777778,1.605723684,52.95229277
Layia,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lechea,Cistaceae,Malvales,0.0,0.0,1.0,0.0,0.011428571,0.017857143,1.0,1.0,1.0,3.0,0.6471375,2.698787879,30.18188847
Leersia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,1.0,0.5,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Legousia,Campanulaceae,Asterales,0.0,0.0,0.0,0.0,0.0,0.705882353,1.0,1.0,1.0,2.93,0.718333333,2.526875,75.50487159
Lemna,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.076923077,1.0,0.0,1.0,3.0,0.6471375,0.609285714,20.91846457
Lens,Fabaceae,Fabales,0.0,0.0,0.0,0.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.019,4.4,0.0
Leontodon,Asteraceae,Asterales,0.378787879,0.060606061,0.860182371,0.0,0.00210989,0.017857143,1.0,0.666666667,1.0,2.09,0.6471375,1.527142857,43.68361506
Leonurus,Lamiaceae,Lamiales,0.0,0.0,0.5,0.0,0.004320557,0.918604651,1.0,0.5,1.0,2.01,0.6708,0.81,82.29557184
Lepechinia,Lamiaceae,Lamiales,0.0,0.0,1.0,1.0,0.004320557,0.918604651,1.0,0.666666667,0.998407643,2.0,0.6708,1.197755102,82.29557184
Lepidium,Brassicaceae,Brassicales,0.014992504,0.00862069,0.370411568,0.099137931,0.00485306,0.0,1.0,0.916666667,1.0,2.0,0.456936364,0.521666667,51.81277337
Lepidospartum,Asteraceae,Asterales,0.0,0.0,1.0,1.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lepidosperma,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,0.45,1.0,0.512578616,0.105381166,2.53,0.13225,1.062465753,144.9035847
Lepidotis,Lycopodiaceae,Lycophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,0.5,1.0,1.88,0.6471375,3.757777778,28.38921891
Lepilaena,Potamogetonaceae,Alismatales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.428571429,0.017241379,2.09,0.6471375,0.53,60.63309118
Leptinella,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Leptocarpus,Restionaceae,Poales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,2.09,0.6471375,0.74,60.63309118
Leptochloa,Poaceae,Poales,0.0,0.0,0.05,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Leptodactylon,Polemoniaceae,Ericales,0.0,0.0,1.0,0.375,0.0,0.017857143,1.0,0.833333333,1.0,3.0,0.385285714,1.7,31.61183257
Leptomeria,Santalaceae,Santalales,0.0,0.0,1.0,1.0,0.002139037,0.0,1.0,0.8125,0.950980392,2.4,0.6471375,64.80090909,50.02063934
Leptorhynchos,Asteraceae,Asterales,0.0,0.0,0.666666667,0.0,0.00210989,0.017857143,0.826621924,0.68329718,1.0,2.09,0.6471375,4.064583333,74.38814924
Leptospermum,Myrtaceae,Myrtales,0.790513834,0.086956522,1.0,1.0,0.003243243,0.0,1.0,0.75,1.0,2.25,0.733152778,0.508,62.70475775
Lepyrodia,Restionaceae,Poales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,2.09,0.6471375,0.74,60.63309118
Lespedeza,Fabaceae,Fabales,2.666666667,0.32,0.92,0.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Lesquerella,Brassicaceae,Brassicales,0.0,0.0,0.625,0.0,0.00485306,0.0,0.996621622,0.882352941,0.994444444,2.63,0.456936364,0.69,83.97051654
Lessingia,Asteraceae,Asterales,0.0,0.0,0.071428571,0.071428571,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Leucanthemopsis,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,1.0,0.5,1.0,2.09,0.6471375,12.57,74.38814924
Leucanthemum,Asteraceae,Asterales,0.0,0.0,0.9375,0.0,0.00210989,0.017857143,1.0,0.5,1.0,2.09,0.6471375,12.28555556,46.13867943
Leucochrysum,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.017857143,0.826621924,0.68329718,1.0,2.09,0.6471375,4.064583333,74.38814924
Leucojum,Amaryllidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.137931034,1.0,0.5,1.0,2.0,0.7405,32.81666667,5.920112715
Leucopogon,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.55,0.974226804,1.81,0.87925,0.753636364,28.06023211
Leucothoe,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.55,0.974226804,1.81,0.87925,0.753636364,28.06023211
Leuzea,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Levenhookia,Stylidiaceae,Asterales,0.0,0.0,0.0,0.0,0.0,0.017857143,1.0,0.75,1.0,2.09,0.6471375,1.53,60.63309118
Lewisia,Montiaceae,Caryophyllales,4.093567251,0.368421053,1.0,0.0,0.0,0.017857143,1.0,0.833333333,1.0,1.0,0.6471375,3.916666667,30.46047688
Leymus,Poaceae,Poales,4.285714286,0.3,1.0,0.0,0.074314214,0.967741935,1.0,0.0,0.0,1.73,0.360925926,12.29333333,27.80101131
Liatris,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.97,4.064583333,74.38814924
Libertia,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.489361702,1.0,0.45,1.0,0.33,0.620833333,6.3739375,86.6982457
Ligularia,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Ligusticum,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.833333333,1.0,4.0,0.937666667,2.627731959,48.45406178
Ligustrum,Oleaceae,Lamiales,0.0,0.0,1.0,1.0,0.003252033,0.2,1.0,1.0,1.0,3.0,0.9775,1.325,0.0
Lilaeopsis,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Lilium,Liliaceae,Liliales,1.505376344,0.225806452,1.0,0.0,0.0,0.017857143,1.0,0.75,1.0,2.09,0.82,37.98583333,13.38998651
Limnanthes,Limnanthaceae,Brassicales,0.0,0.0,0.0,0.0,0.0,0.017857143,1.0,0.75,1.0,2.09,0.7014,1.39,60.63309118
Limonium,Plumbaginaceae,Caryophyllales,0.12642225,0.07079646,0.955752212,0.044247788,0.001196172,0.0,1.0,0.75,1.0,1.333333333,0.6471375,4.695555556,51.21710909
Limosella,Plantaginaceae,Lamiales,4.444444444,0.2,0.15,0.0,0.005925926,0.818181818,1.0,0.75,1.0,1.43,0.593923077,1.030808511,68.5695549
Linanthus,Polemoniaceae,Ericales,0.0,0.0,0.066666667,0.0,0.0,0.017857143,1.0,0.833333333,1.0,3.0,0.11,1.32,31.61183257
Linaria,Plantaginaceae,Lamiales,0.289395071,0.149038462,0.451374207,0.0,0.005925926,0.818181818,1.0,0.6875,1.0,1.43,0.593923077,0.87,68.5695549
Lindernia,Linderniaceae,Lamiales,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,2.09,0.6471375,0.466666667,108.2584775
Lindsaea,Lindsaeaceae,Monilophyta,5.0,0.1,1.0,0.0,0.0,0.017857143,1.0,0.75,1.0,2.09,0.6471375,2.25,60.63309118
Linum,Linaceae,Malpighiales,0.0,0.0,0.510721553,0.144736842,0.0,0.0,1.0,0.85,1.0,4.0,0.6471375,0.915,61.56648452
Liparis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,3.5,0.4,9.7,120.3251337
Lipocarpha,Cyperaceae,Poales,0.0,0.0,0.0,0.0,0.00045977,0.0,1.0,0.512578616,0.0,2.53,0.13225,1.062465753,144.9035847
Lipochaeta,Asteraceae,Asterales,1.578947368,0.15,0.95,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Listera,Orchidaceae,Asparagales,1.098901099,0.071428571,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Lithodora,Boraginaceae,Boraginales,0.0,0.0,1.0,1.0,0.001824818,0.166666667,1.0,0.781818182,1.0,3.0,0.600255556,1.286052632,65.04411735
Lithophragma,Saxifragaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,0.625,1.0,2.09,0.6471375,1.406666667,0.0
Lithospermum,Boraginaceae,Boraginales,0.0,0.0,0.722222222,0.0,0.001824818,0.0,1.0,1.0,1.0,1.94,0.600255556,1.286052632,65.04411735
Lobelia,Campanulaceae,Asterales,0.12195122,0.024390244,0.794117647,0.317073171,0.0,1.0,1.0,1.0,1.0,2.083333333,0.73,5.473,38.99487322
Lobularia,Brassicaceae,Brassicales,0.0,0.0,0.5,0.0,0.00485306,0.0,1.0,1.0,1.0,2.63,0.456936364,0.55,5.142594772
Loeflingia,Caryophyllaceae,Caryophyllales,0.0,0.0,0.0,0.0,0.001818182,0.0,1.0,0.87295082,0.981884058,2.63,0.592428667,1.703217391,61.43192451
Loeseliastrum,Polemoniaceae,Ericales,0.0,0.0,0.0,0.0,0.0,0.017857143,1.0,0.833333333,1.0,3.0,0.385285714,1.7,31.61183257
Logania,Loganiaceae,Gentianales,0.0,0.0,1.0,0.666666667,0.0,0.0,1.0,0.75,1.0,1.69,0.6471375,0.43,60.63309118
Logfia,Asteraceae,Asterales,10.0,0.25,0.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lolium,Poaceae,Poales,5.538461538,0.692307692,0.333333333,0.0,0.074314214,0.967741935,1.0,1.0,0.0,1.73,0.82,2.8,9.5995342
Lomandra,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.02173913,1.0,0.517857143,1.0,2.09,0.735,11.2481106,82.85160697
Lomatia,Proteaceae,Proteales,0.0,0.0,1.0,1.0,0.000625,0.333333333,1.0,0.75,1.0,2.15,0.809117647,0.921666667,7.340079442
Lomatium,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Lomatogonium,Gentianaceae,Gentianales,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.76,0.723,3.902727273,78.21193545
Lonicera,Caprifoliaceae,Dipsacales,0.175336061,0.050847458,1.0,1.0,0.0,0.017857143,1.0,0.857142857,1.0,3.5,0.3405,1.955,63.95099137
Lophochloa,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Lotononis,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,1.0,1.0,0.916129032,0.999645641,0.0,0.626545455,2.9788,100.1112562
Lotus,Fabaceae,Fabales,0.1143903,0.053191489,0.680851064,0.021276596,0.096494845,1.0,1.0,0.928571429,1.0,1.0,0.626545455,0.813055556,34.0913313
Ludwigia,Onagraceae,Myrtales,0.476190476,0.047619048,1.0,0.047619048,0.001538462,0.0,1.0,0.5,1.0,2.0,0.2,1.09,5.189774541
Lunaria,Brassicaceae,Brassicales,0.0,0.0,0.666666667,0.0,0.00485306,0.0,1.0,0.75,1.0,2.63,0.456936364,1.85,83.97051654
Lupinus,Fabaceae,Fabales,0.043459365,0.025423729,0.618644068,0.076923077,0.096494845,0.735191638,1.0,1.0,1.0,2.5,0.361923077,0.837971014,23.76764836
Luzula,Juncaceae,Poales,0.085251492,0.028985507,0.872881356,0.0,0.0,0.017857143,1.0,0.5,0.078947368,0.5,0.056,1.232553191,42.33943167
Lychnis,Caryophyllaceae,Caryophyllales,0.0,0.0,1.0,0.0,0.001818182,0.0,1.0,0.87295082,0.981884058,2.63,0.592428667,1.703217391,61.43192451
Lycium,Solanaceae,Solanales,0.0,0.0,1.0,1.0,0.089837398,0.018181818,1.0,0.5,1.0,0.0,0.324142857,2.427142857,18.99752354
Lycopersicon,Solanaceae,Solanales,0.0,0.0,0.625,0.0,0.089837398,0.018181818,1.0,1.0,1.0,1.93,0.135,1.147222222,9.259217862
Lycopodiella,Lycopodiaceae,Lycophyta,10.0,0.2,1.0,0.0,0.0,0.017857143,1.0,0.5,1.0,1.88,0.6471375,3.757777778,28.38921891
Lycopodium,Lycopodiaceae,Lycophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,0.5,1.0,1.88,0.6471375,3.942,25.29695832
Lycopus,Lamiaceae,Lamiales,0.0,0.0,1.0,0.0,0.004320557,0.918604651,1.0,0.5,1.0,2.01,0.6708,1.197755102,82.29557184
Lycurus,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Lygodesmia,Asteraceae,Asterales,0.0,0.0,0.857142857,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Lygos,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Lyonia,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.55,0.974226804,1.75,0.87925,0.753636364,28.06023211
Lyperanthus,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Lysichiton,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.076923077,1.0,0.181818182,1.0,1.99,0.6471375,5.278690476,79.01009775
Lysimachia,Primulaceae,Ericales,0.150829563,0.038461538,0.976744186,0.211538462,0.0,0.0,1.0,0.428571429,0.944444444,5.0,0.711666667,2.385,10.37682907
Lysiosepalum,Malvaceae,Malvales,0.0,0.0,1.0,1.0,0.006153846,0.0,1.0,1.0,0.98951049,2.49,0.645777778,1.605723684,52.95229277
Lythrum,Lythraceae,Myrtales,0.158730159,0.027777778,0.5,0.0,0.0,0.0,1.0,0.833333333,1.0,2.0,0.696,0.69,38.68959044
Machaeranthera,Asteraceae,Asterales,0.246305419,0.034482759,0.529411765,0.086206897,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,1.763333333,29.78440691
Machaerina,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,0.45,1.0,0.512578616,0.105381166,2.53,0.13225,1.062465753,144.9035847
Macroptilium,Fabaceae,Fabales,0.0,0.0,0.5,0.0,0.096494845,0.735191638,1.0,0.916129032,1.0,2.1,0.626545455,1.033333333,32.9364159
Madia,Asteraceae,Asterales,0.793650794,0.107142857,0.068965517,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Magnolia,Magnoliaceae,Magnoliales,0.0,0.0,1.0,1.0,0.0,0.017857143,1.0,0.75,1.0,2.802325581,0.5185,4.268333333,53.32801928
Mahonia,Berberidaceae,Ranunculales,0.0,0.0,1.0,1.0,0.0,0.017857143,1.0,0.833333333,1.0,2.0,0.6471375,2.11375,132.0725747
Maianthemum,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.02173913,1.0,0.5,1.0,2.09,0.735,16.94909091,24.90633622
Maireana,Amaranthaceae,Caryophyllales,0.216450216,0.022727273,1.0,0.727272727,0.041463415,0.0,1.0,0.986486486,0.0,2.24,0.199,1.43,57.33533842
Malabaila,Apiaceae,Apiales,0.0,0.0,0.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Malacothamnus,Malvaceae,Malvales,0.0,0.0,1.0,1.0,0.006153846,0.0,1.0,1.0,0.98951049,2.49,0.645777778,1.605723684,52.95229277
Malacothrix,Asteraceae,Asterales,0.0,0.0,0.105263158,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Malaxis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,1.0,0.5,1.0,2.79,0.4,7.564832714,120.3251337
Malcolmia,Brassicaceae,Brassicales,0.0,0.0,0.1,0.0,0.00485306,0.0,0.996621622,0.882352941,0.994444444,2.63,0.456936364,0.33,29.9984695
Malope,Malvaceae,Malvales,0.0,0.0,0.25,0.0,0.006153846,0.0,1.0,1.0,0.98951049,2.49,0.645777778,1.605723684,52.95229277
Malus,Rosaceae,Rosales,1.098901099,0.071428571,1.0,1.0,0.001060071,0.0,1.0,1.0,1.0,2.333333333,0.754,0.943162393,30.67836462
Malva,Malvaceae,Malvales,0.317124736,0.068181818,0.25,0.0,0.006153846,0.0,1.0,1.0,1.0,2.49,0.64,1.188,34.81363168
Malvastrum,Malvaceae,Malvales,0.0,0.0,0.75,0.0,0.006153846,0.0,1.0,1.0,1.0,2.49,0.645777778,1.605723684,52.95229277
Malvella,Malvaceae,Malvales,0.0,0.0,1.0,0.0,0.006153846,0.0,1.0,1.0,0.98951049,2.49,0.645777778,1.605723684,52.95229277
Mammillaria,Cactaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.75,1.0,3.25,0.770383333,3.294117647,60.76258263
Mandragora,Solanaceae,Solanales,0.0,0.0,1.0,0.0,0.089837398,0.018181818,1.0,0.861111111,1.0,1.93,0.324142857,2.962857143,75.18940887
Marah,Cucurbitaceae,Cucurbitales,20.0,0.4,1.0,0.0,0.024852071,0.035714286,0.833333333,0.875,1.0,1.6,0.498,0.981973684,62.4489243
Marina,Fabaceae,Fabales,0.0,0.0,1.0,0.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Mariscus,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,1.0,1.0,0.512578616,0.105381166,2.53,0.13225,1.062465753,144.9035847
Marrubium,Lamiaceae,Lamiales,4.545454545,0.25,1.0,0.0,0.004320557,0.918604651,1.0,0.75,1.0,2.01,0.6708,1.197755102,82.29557184
Marsdenia,Apocynaceae,Gentianales,0.0,0.0,1.0,0.0,0.000658617,0.016806723,1.0,0.375,1.0,2.0,0.80825,1.132962963,66.00308026
Marsilea,Marsileaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,0.5,1.0,2.09,0.6471375,4.08,60.63309118
Matelea,Apocynaceae,Gentianales,0.0,0.0,1.0,1.0,0.000658617,0.016806723,1.0,0.375,1.0,2.75,0.80825,1.132962963,66.00308026
Matricaria,Asteraceae,Asterales,0.0,0.0,0.25,0.0,0.00210989,0.017857143,1.0,1.0,1.0,2.09,0.6471375,2.7525,27.3348096
Matthiola,Brassicaceae,Brassicales,0.0,0.0,0.433333333,0.0,0.00485306,0.0,1.0,1.0,1.0,2.63,0.456936364,2.147142857,15.71517422
Maurandya,Plantaginaceae,Lamiales,0.0,0.0,1.0,0.0,0.005925926,0.818181818,1.0,0.715189873,0.794117647,1.43,0.593923077,1.030808511,68.5695549
Meconella,Papaveraceae,Ranunculales,0.0,0.0,0.0,0.0,0.0,0.333333333,1.0,0.967741935,0.984375,2.09,0.23,2.995957447,68.30962718
Medicago,Fabaceae,Fabales,0.0,0.0,0.3,0.012195122,0.096494845,0.735191638,1.0,0.857142857,1.0,4.0,0.0595,1.118,42.16043435
Megalodonta,Asteraceae,Asterales,0.0,0.0,0.700456079,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Melaleuca,Myrtaceae,Myrtales,2.564102564,0.153846154,1.0,1.0,0.003243243,0.0,1.0,0.75,1.0,2.25,0.935,0.883333333,8.496853018
Melampyrum,Orobanchaceae,Lamiales,0.0,0.0,0.0,0.0,0.0,0.72,1.0,1.0,1.0,1.14,0.7155,8.24,49.13924668
Melastoma,Melastomataceae,Myrtales,0.0,0.0,1.0,1.0,0.0,0.166666667,1.0,0.75,1.0,2.2,0.6471375,0.19,60.63309118
Melianthus,Melianthaceae,Geraniales,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,2.5,0.6471375,0.64,60.63309118
Melica,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,1.0,0.5,0.0,1.73,0.360925926,2.53,74.38153976
Melilotus,Fabaceae,Fabales,0.0,0.0,0.042857143,0.0,0.096494845,0.735191638,1.0,1.0,1.0,2.1,0.626545455,1.23,0.0
Menkea,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,0.996621622,0.882352941,0.994444444,2.63,0.456936364,0.702577031,83.97051654
Menodora,Oleaceae,Lamiales,0.0,0.0,1.0,0.7,0.003252033,0.2,1.0,0.714285714,0.815789474,2.46,0.9775,1.535925926,20.57236407
Mentha,Lamiaceae,Lamiales,4.444444444,0.777777778,0.956521739,0.0,0.004320557,0.918604651,1.0,0.28125,1.0,2.01,0.6708,0.74,89.03549411
Mentzelia,Loasaceae,Cornales,0.153609831,0.047619048,0.351015459,0.106060606,0.0,0.017857143,1.0,0.75,1.0,2.09,0.6471375,0.6,60.63309118
