Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,Tm,C_value,CV_C_value
Corybas,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Corydalis,Papaveraceae,Ranunculales,0.0,0.0,0.573029198,0.0,0.0,0.333333333,1.0,1.0,1.0,2.09,0.23,0.7175,22.68468409
Corylus,Betulaceae,Fagales,2.222222222,0.1,1.0,1.0,0.054545455,0.017857143,1.0,1.0,0.0,1.5,0.934,0.45,0.0
Corynephorus,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,0.967741935,1.0,1.0,0.0,1.73,0.360925926,1.13,74.38153976
Coryphantha,Cactaceae,Caryophyllales,0.0,0.0,1.0,0.666666667,0.0,0.0,1.0,0.75,1.0,2.8,0.770383333,2.731960784,58.13731791
Cosmos,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.0,1.0,1.0,1.0,2.09,0.6471375,3.963333333,76.01711185
Cotoneaster,Rosaceae,Rosales,0.150557061,0.06097561,1.0,1.0,0.001060071,0.0,0.5,0.6875,1.0,0.333333333,0.754,1.211666667,21.71311737
Cotula,Asteraceae,Asterales,0.0,0.0,0.423076923,0.0,0.00210989,0.017857143,1.0,1.0,1.0,2.0,0.6471375,2.03,74.38814924
Crambe,Brassicaceae,Brassicales,0.0,0.0,0.9,0.0,0.00485306,0.0,1.0,1.0,1.0,2.63,0.456936364,1.825,84.38338374
Craspedia,Asteraceae,Asterales,4.545454545,0.25,0.5,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Crassula,Crassulaceae,Saxifragales,0.0,0.0,0.296296296,0.111111111,0.0,0.0,1.0,0.333333333,0.666666667,0.0,0.728,1.234255319,124.8772342
Crataegus,Rosaceae,Rosales,0.737704918,0.221311475,1.0,1.0,0.001060071,0.0,1.0,1.0,1.0,2.0,0.754,1.198,24.88391901
Crepidomanes,Hymenophyllaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,0.0,1.0,2.5,0.6471375,10.73,60.63309118
Crepis,Asteraceae,Asterales,0.101405186,0.059322034,0.612279226,0.0,0.00210989,0.0,1.0,0.861111111,0.977272727,2.09,0.911,4.19043956,53.11960139
Critesion,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Crocosmia,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.489361702,1.0,0.45,1.0,0.33,0.620833333,1.04,11.16689389
Crocus,Iridaceae,Asparagales,0.269360269,0.072727273,1.0,0.0,0.0,0.489361702,1.0,0.75,1.0,0.33,0.620833333,5.660909091,52.33293524
Crossosoma,Crossosomataceae,Crossosomatales,0.0,0.0,1.0,1.0,0.0,0.017857143,1.0,0.75,1.0,2.09,0.6471375,2.25,60.63309118
Crotalaria,Fabaceae,Fabales,0.0,0.0,0.545454545,0.181818182,0.096494845,1.0,1.0,0.916129032,1.0,1.583333333,0.626545455,1.16,16.26738833
Croton,Euphorbiaceae,Malpighiales,0.0,0.0,0.333333333,0.133333333,0.01239531,0.0,0.965517241,0.806451613,1.0,2.066666667,0.711666667,3.417045455,128.5075669
Crucianella,Rubiaceae,Gentianales,0.0,0.0,0.125,0.125,0.0006,0.00877193,1.0,0.714285714,1.0,2.27,0.7185,0.986904762,55.33852992
Cruciata,Rubiaceae,Gentianales,0.0,0.0,0.8,0.0,0.0006,0.00877193,1.0,0.666666667,1.0,2.27,0.7185,0.71,0.0
Crupina,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,1.0,2.09,0.6471375,4.064583333,74.38814924
Crypsis,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Cryptandra,Rhamnaceae,Rosales,0.0,0.0,1.0,0.75,0.004444444,0.0,1.0,1.0,0.941176471,2.27,0.6471375,0.622307692,63.75807827
Cryptantha,Boraginaceae,Boraginales,0.012498438,0.007874016,0.383064516,0.003937008,0.001824818,0.166666667,1.0,0.781818182,0.987394958,1.94,0.600255556,1.286052632,65.04411735
Cryptogramma,Pteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,1.0,1.0,3.33,0.6471375,5.8525,29.52077225
Cryptostylis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Ctenitis,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,0.866666667,0.666666667,0.0,4.0,0.6471375,11.5375,49.01572516
Ctenopsis,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Cucumis,Cucurbitaceae,Cucurbitales,0.0,0.0,0.0,0.0,0.024852071,0.0,0.833333333,0.875,1.0,1.6,0.498,0.965333333,25.33907028
Cucurbita,Cucurbitaceae,Cucurbitales,0.0,0.0,0.333333333,0.0,0.024852071,0.035714286,0.833333333,0.875,1.0,2.0,0.498,0.524782609,37.23273074
Cullen,Fabaceae,Fabales,0.0,0.0,0.9375,0.125,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Cuphea,Lythraceae,Myrtales,0.0,0.0,0.5,0.2,0.0,0.0,1.0,0.625,1.0,2.0,0.684,0.69,38.68959044
Cupressus,Cupressaceae,Pinophyta,0.0,0.0,1.0,1.0,0.007142857,0.017857143,1.0,1.0,0.5,1.3125,0.630142857,11.75333333,6.752938703
Cuscuta,Convolvulaceae,Solanales,0.0,0.0,0.256756757,0.0,0.044375,0.0,1.0,1.0,1.0,3.0,0.38425,6.981666667,128.0326503
Cusickiella,Brassicaceae,Brassicales,0.0,0.0,1.0,0.0,0.00485306,0.0,0.996621622,0.882352941,0.994444444,2.63,0.456936364,0.702577031,83.97051654
Cutandia,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Cyanea,Campanulaceae,Asterales,0.226244344,0.057692308,1.0,1.0,0.0,0.705882353,1.0,0.857142857,1.0,3.941176471,0.718333333,2.526875,75.50487159
Cyathea,Cyatheaceae,Monilophyta,33.33333333,0.333333333,1.0,1.0,0.0,0.017857143,1.0,0.75,1.0,2.071428571,0.6471375,7.35,60.63309118
Cyclamen,Primulaceae,Ericales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.09,0.711666667,4.982727273,75.66306623
Cylindropuntia,Cactaceae,Caryophyllales,30.0,0.6,1.0,1.0,0.0,0.0,1.0,0.75,1.0,2.26,0.770383333,2.731960784,58.13731791
Cymbalaria,Plantaginaceae,Lamiales,0.0,0.0,1.0,0.0,0.005925926,0.818181818,1.0,0.5,1.0,1.43,0.593923077,0.49,68.5695549
Cymbonotus,Asteraceae,Asterales,0.0,0.0,0.700456079,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Cymbopogon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.0,1.73,0.360925926,5.530870827,74.38153976
Cymopterus,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Cynanchum,Apocynaceae,Gentianales,0.0,0.0,1.0,1.0,0.000658617,0.0,1.0,0.375,1.0,2.6,0.80825,1.132962963,66.00308026
Cynara,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,1.1,74.38814924
Cynodon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,1.0,0.0,0.0,1.73,0.360925926,0.91,31.49458985
Cynoglossum,Boraginaceae,Boraginales,0.333333333,0.04,0.35,0.0,0.001824818,0.0,1.0,1.0,1.0,1.94,0.678,1.286052632,65.04411735
Cynosurus,Poaceae,Poales,0.0,0.0,0.416666667,0.0,0.074314214,0.967741935,1.0,0.75,0.0,1.73,0.96,2.925,0.0
Cyperus,Cyperaceae,Poales,0.0,0.0,0.619499569,0.0,0.00045977,0.5,1.0,0.7,0.0,3.333333333,0.019,0.736,52.66238446
Cyphanthera,Solanaceae,Solanales,33.33333333,0.333333333,1.0,1.0,0.089837398,0.018181818,1.0,0.861111111,1.0,1.93,0.324142857,2.962857143,75.18940887
Cypripedium,Orchidaceae,Asparagales,0.735294118,0.058823529,1.0,0.0,0.0,0.985294118,1.0,0.5,1.0,3.454545455,0.4,29.856,34.4534199
Cyrtandra,Gesneriaceae,Lamiales,4.862119013,1.264150943,1.0,0.981132075,0.0,0.666666667,1.0,0.75,1.0,2.346153846,0.6471375,1.261904762,113.1666603
Cyrtomium,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,0.866666667,0.666666667,0.0,2.5,0.6471375,11.5375,49.01572516
Cyrtostylis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Cytinus,Cytinaceae,Malvales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,2.09,0.6471375,2.25,60.63309118
Cytisus,Fabaceae,Fabales,0.189393939,0.03030303,1.0,1.0,0.096494845,0.735191638,1.0,1.0,1.0,2.1,0.626545455,1.465833333,48.01164446
Daboecia,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.81,0.87925,0.753636364,28.06023211
Dactylis,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,1.0,1.0,0.5,1.73,0.360925926,4.002222222,0.0
Dactylorhiza,Orchidaceae,Asparagales,14.76190476,1.476190476,1.0,0.0,0.0,0.985294118,1.0,1.0,1.0,2.79,0.4,5.158,35.90782873
Dalea,Fabaceae,Fabales,0.0,0.0,0.891304348,0.304347826,0.096494845,0.735191638,1.0,0.916129032,0.999645641,1.833333333,0.626545455,2.9788,100.1112562
Dampiera,Goodeniaceae,Asterales,0.0,0.0,1.0,0.25,0.0,0.017857143,1.0,0.75,1.0,1.8,0.6471375,0.52,60.63309118
Danthonia,Poaceae,Poales,0.793650794,0.138888889,1.0,0.0,0.074314214,0.967741935,1.0,0.5,0.0,2.0,0.360925926,2.95,74.38153976
Daphne,Thymelaeaceae,Malvales,1.169590643,0.105263158,1.0,1.0,0.001324503,0.0,1.0,0.875,1.0,2.05,0.348,3.115,23.13995923
Darwinia,Myrtaceae,Myrtales,0.0,0.0,1.0,1.0,0.003243243,0.0,1.0,0.75,1.0,2.25,0.733152778,0.508,62.70475775
Dasypyrum,Poaceae,Poales,0.0,0.0,0.5,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,7.012857143,21.92666174
Datura,Solanaceae,Solanales,0.432900433,0.045454545,0.113636364,0.0,0.089837398,0.0,1.0,1.0,1.0,1.93,0.155,2.121428571,9.051222069
Daucus,Apiaceae,Apiales,0.0,0.0,0.166666667,0.0,0.003968254,0.0,1.0,1.0,1.0,2.6,0.963,2.138666667,54.59494787
Daviesia,Fabaceae,Fabales,7.692307692,0.461538462,1.0,1.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.88,2.9788,100.1112562
Delissea,Campanulaceae,Asterales,0.0,0.0,1.0,1.0,0.0,0.705882353,1.0,0.857142857,1.0,2.93,0.718333333,2.526875,75.50487159
Delphinium,Ranunculaceae,Ranunculales,0.910973085,0.314285714,0.828571429,0.0,0.0,1.0,1.0,0.5,1.0,4.0,0.74,10.8040273,60.63309118
Dendranthema,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,7.89,74.38814924
Dendrobium,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,3.166666667,0.4,1.58212766,56.38293945
Dendromecon,Papaveraceae,Ranunculales,0.0,0.0,1.0,1.0,0.0,0.333333333,1.0,0.967741935,0.984375,2.09,0.23,2.995957447,68.30962718
Derwentia,Scrophulariaceae,Lamiales,0.0,0.0,1.0,0.666666667,0.001764706,0.25,1.0,0.861111111,1.0,1.46,0.82,1.03,43.5766771
Deschampsia,Poaceae,Poales,0.0,0.0,0.888888889,0.0,0.074314214,0.967741935,1.0,0.75,0.0,2.0,0.92,5.56625,22.60135038
Descurainia,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,1.0,1.0,1.0,2.63,0.456936364,0.217142857,7.141517319
Desmanthus,Fabaceae,Fabales,0.0,0.0,1.0,0.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Desmazeria,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,3.2,74.38153976
Desmodium,Fabaceae,Fabales,0.128205128,0.025,1.0,0.0625,0.096494845,1.0,1.0,0.916129032,1.0,2.1,0.626545455,2.9788,100.1112562
Deyeuxia,Poaceae,Poales,0.0,0.0,0.95,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,7.375,6.282485876
Dianella,Xanthorrhoeaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.019607843,1.0,0.5,1.0,2.09,0.946,16.72672131,31.60831924
Dianthus,Caryophyllaceae,Caryophyllales,0.041109969,0.028571429,0.931654676,0.042857143,0.001818182,0.0,1.0,0.818181818,1.0,2.63,0.885,0.796,37.09329083
Dicentra,Papaveraceae,Ranunculales,0.0,0.0,1.0,0.0,0.0,0.333333333,1.0,0.967741935,0.984375,2.09,0.23,2.995957447,68.30962718
Dichanthelium,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Dichanthium,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.0,1.73,0.360925926,5.530870827,74.38153976
Dichelachne,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,8.4125,3.646284098
Dichelostemma,Asparagaceae,Asparagales,20.0,0.4,1.0,0.0,0.0,0.02173913,1.0,0.517857143,1.0,2.09,0.735,18.15,82.85160697
Dichondra,Convolvulaceae,Solanales,0.0,0.0,1.0,0.0,0.044375,0.027777778,1.0,0.807692308,1.0,1.91,0.38425,2.935333333,187.4734648
Diellia,Aspleniaceae,Monilophyta,6.666666667,0.166666667,1.0,0.0,0.0,0.017857143,1.0,1.0,1.0,1.08,0.6471375,6.270526316,19.81639802
Digitalis,Plantaginaceae,Lamiales,1.307189542,0.111111111,0.714285714,0.055555556,0.005925926,0.818181818,1.0,0.875,1.0,1.43,0.593923077,1.1525,7.263842866
Digitaria,Poaceae,Poales,0.189393939,0.03030303,0.227272727,0.0,0.074314214,1.0,1.0,1.0,0.0,1.73,0.360925926,1.194,38.61527611
Dillwynia,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Diodia,Rubiaceae,Gentianales,0.0,0.0,0.860849057,0.0,0.0006,0.00877193,1.0,0.714285714,1.0,2.27,0.7185,0.986904762,55.33852992
Dioscorea,Dioscoreaceae,Dioscoreales,0.0,0.0,1.0,0.0,0.009195402,0.25,1.0,1.0,1.0,1.7,0.86,1.0425,112.7587784
Diospyros,Ebenaceae,Ericales,100.0,0.5,1.0,1.0,0.0,0.0,1.0,0.75,1.0,1.984848485,0.6471375,1.948,37.15902058
Dipcadi,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.517857143,1.0,1.0,0.735,3.21,82.85160697
Diphasiastrum,Lycopodiaceae,Lycophyta,20.0,0.5,1.0,0.0,0.0,0.017857143,1.0,0.5,1.0,1.88,0.6471375,2.827142857,14.59419401
Diphasium,Lycopodiaceae,Lycophyta,16.66666667,0.25,1.0,0.0,0.0,0.017857143,1.0,0.5,1.0,1.88,0.6471375,3.757777778,28.38921891
Diplachne,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Diplotaxis,Brassicaceae,Brassicales,0.0,0.0,0.35978836,0.0,0.00485306,0.0,1.0,1.0,1.0,4.0,0.456936364,0.58,2.815505451
Dipodium,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Dipsacus,Caprifoliaceae,Dipsacales,1.169590643,0.105263158,0.0,0.0,0.0,0.017857143,1.0,1.0,1.0,2.0,0.3405,3.912,23.0581949
Discaria,Rhamnaceae,Rosales,0.0,0.0,1.0,1.0,0.004444444,0.0,1.0,1.0,0.941176471,2.27,0.6471375,0.622307692,63.75807827
Disporum,Colchicaceae,Liliales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.7468,21.81,20.81442244
Dissocarpus,Amaranthaceae,Caryophyllales,0.0,0.0,1.0,0.5,0.041463415,0.0,1.0,0.986486486,0.0,2.24,0.199,1.222277228,57.33533842
Ditaxis,Euphorbiaceae,Malpighiales,0.0,0.0,0.6,0.2,0.01239531,0.03030303,0.965517241,0.806451613,0.871571072,4.0,0.711666667,3.417045455,128.5075669
Dithyrea,Brassicaceae,Brassicales,0.0,0.0,0.5,0.0,0.00485306,0.0,0.996621622,0.882352941,0.994444444,2.63,0.456936364,0.702577031,83.97051654
Dittrichia,Asteraceae,Asterales,0.0,0.0,0.5,0.25,0.00210989,0.017857143,1.0,1.0,1.0,2.09,0.6471375,4.064583333,74.38814924
Diuris,Orchidaceae,Asparagales,27.77777778,1.111111111,1.0,0.0,0.0,0.985294118,0.963235294,0.764705882,1.0,2.79,0.4,7.564832714,120.3251337
Dodecatheon,Primulaceae,Ericales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.631578947,0.915730337,2.09,0.711666667,2.79,101.4595412
Dodonaea,Sapindaceae,Sapindales,2.222222222,0.1,1.0,1.0,0.001265823,0.0,1.0,0.928571429,0.0,2.21,0.9475,0.665,3.50877193
Doodia,Blechnaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.017857143,1.0,1.0,1.0,2.4,0.6471375,2.25,60.63309118
Doronicum,Asteraceae,Asterales,1.904761905,0.133333333,1.0,0.0,0.00210989,0.017857143,1.0,0.5,1.0,2.09,0.6471375,3.84,74.38814924
Dorycnium,Fabaceae,Fabales,0.0,0.0,1.0,0.5,0.096494845,0.735191638,1.0,1.0,1.0,2.1,0.626545455,1.075,5.919963749
Doryopteris,Pteridaceae,Monilophyta,16.66666667,0.25,1.0,0.0,0.0,0.017857143,1.0,1.0,1.0,3.33,0.6471375,5.8525,29.52077225
Downingia,Campanulaceae,Asterales,0.653594771,0.055555556,0.0,0.0,0.0,0.705882353,1.0,0.857142857,1.0,2.93,0.718333333,2.526875,75.50487159
Draba,Brassicaceae,Brassicales,0.058412698,0.036507937,0.761279737,0.0,0.00485306,0.0,1.0,1.0,0.888888889,2.3,0.456936364,0.382,49.45892532
Dracocephalum,Lamiaceae,Lamiales,0.0,0.0,0.428571429,0.0,0.004320557,0.918604651,1.0,0.5,1.0,2.01,0.6708,1.197755102,82.29557184
Dracunculus,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.076923077,1.0,0.181818182,1.0,1.99,0.6471375,5.23,22.86540951
Drosera,Droseraceae,Caryophyllales,1.0,0.12,0.941176471,0.0,0.0,0.0,1.0,0.5,0.944444444,2.0,0.6471375,0.665,37.86369417
Dryopteris,Dryopteridaceae,Monilophyta,0.92506938,0.212765957,1.0,0.0,0.0,0.017857143,0.818181818,0.545454545,0.0,2.75,0.6471375,11.88181818,48.79546911
Dubautia,Asteraceae,Asterales,11.9047619,1.19047619,1.0,1.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.666666667,0.6471375,4.064583333,74.38814924
Dudleya,Crassulaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.55,0.947368421,0.38,0.728,1.234255319,124.8772342
Dupontia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Dysphania,Amaranthaceae,Caryophyllales,0.0,0.0,0.125,0.0,0.041463415,0.0,1.0,1.0,0.25,2.24,0.199,0.37,57.33533842
Dyssodia,Asteraceae,Asterales,0.0,0.0,0.625,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Ebenus,Fabaceae,Fabales,0.0,0.0,1.0,0.5,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Echinacea,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.862,4.064583333,74.38814924
Echinocereus,Cactaceae,Caryophyllales,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.75,1.0,3.0,0.770383333,2.731960784,58.13731791
Echinochloa,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,1.0,1.0,0.166666667,1.73,0.360925926,1.3825,5.70695618
Echinodorus,Alismataceae,Alismatales,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,0.5,0.964285714,2.0,0.74,13.305,9.775820389
Echinomastus,Cactaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.75,1.0,2.26,0.770383333,2.731960784,58.13731791
Echinophora,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Echinopogon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.43,74.38153976
Echinops,Asteraceae,Asterales,1.904761905,0.133333333,0.9,0.0,0.00210989,0.0,1.0,1.0,1.0,2.09,0.6471375,3.561666667,23.50339108
Echinospartum,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.735191638,1.0,0.916129032,0.999645641,2.1,0.626545455,2.9788,100.1112562
Echium,Boraginaceae,Boraginales,0.0,0.0,0.25862069,0.090909091,0.001824818,0.166666667,1.0,1.0,1.0,3.25,0.8805,0.466923077,10.89890946
Edraianthus,Campanulaceae,Asterales,0.0,0.0,1.0,0.0,0.0,0.705882353,1.0,0.857142857,1.0,2.93,0.718333333,1.6475,9.179928661
Ehrharta,Poaceae,Poales,0.0,0.0,0.833333333,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,1.418,21.59368583
Eichhornia,Pontederiaceae,Commelinales,0.0,0.0,1.0,0.0,0.03030303,0.0,1.0,0.75,1.0,2.09,0.59,1.27,0.0
Einadia,Amaranthaceae,Caryophyllales,0.0,0.0,1.0,0.0,0.041463415,0.0,1.0,0.986486486,0.0,2.24,0.199,1.01,57.33533842
Elachanthus,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Elaeagnus,Elaeagnaceae,Rosales,0.0,0.0,1.0,1.0,0.0,0.017857143,1.0,0.5,0.666666667,2.0,0.6471375,0.58,60.63309118
Elaeocarpus,Elaeocarpaceae,Oxalidales,0.0,0.0,1.0,1.0,0.0,0.017857143,1.0,0.75,1.0,1.985294118,0.983333333,0.3,60.63309118
Elaeoselinum,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Elaphoglossum,Dryopteridaceae,Monilophyta,5.555555556,0.222222222,1.0,0.0,0.0,0.017857143,0.866666667,0.666666667,0.0,3.128571429,0.6471375,11.5375,49.01572516
Elatine,Elatinaceae,Malpighiales,0.0,0.0,0.204545455,0.0,0.0,0.017857143,1.0,0.5,1.0,2.09,0.6471375,2.25,60.63309118
Eleocharis,Cyperaceae,Poales,0.057110223,0.029126214,0.798701299,0.0,0.00045977,0.45,1.0,0.5625,0.0,2.53,0.13225,3.01,75.71628739
Elephantopus,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.0,0.826621924,0.68329718,1.0,2.09,0.6471375,4.064583333,74.38814924
Eleusine,Poaceae,Poales,0.0,0.0,0.444444444,0.0,0.074314214,0.967741935,1.0,1.0,0.0,1.73,0.360925926,1.974615385,31.06946573
Elodea,Hydrocharitaceae,Alismatales,0.0,0.0,1.0,0.0,0.0,0.333333333,1.0,0.0,0.0,2.09,0.6471375,4.59,0.0
Elymus,Poaceae,Poales,1.797814208,0.539344262,1.0,0.0,0.074314214,0.967741935,1.0,0.571428571,0.0,1.73,0.069,10.6325,32.0751238
Elytrigia,Poaceae,Poales,3.846153846,0.25,1.0,0.0,0.074314214,0.967741935,1.0,0.5,0.0,1.73,0.360925926,5.530870827,74.38153976
Emex,Polygonaceae,Caryophyllales,16.66666667,0.25,0.0,0.0,0.002727273,0.0,1.0,0.803921569,0.779761905,2.64,0.8,2.17925,59.83677065
Emilia,Asteraceae,Asterales,33.33333333,0.333333333,0.700456079,0.0,0.00210989,0.0,0.826621924,0.68329718,1.0,2.09,0.6471375,3.58,74.38814924
Empetrum,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.81,0.87925,0.965,0.0
Enarthrocarpus,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,0.996621622,0.882352941,0.994444444,2.63,0.456936364,0.702577031,83.97051654
Encelia,Asteraceae,Asterales,26.19047619,0.785714286,1.0,1.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,1.57,74.38814924
Enceliopsis,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.017857143,0.826621924,0.68329718,0.972615385,2.09,0.6471375,4.064583333,74.38814924
Endressia,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.867346939,0.996575342,2.6,0.937666667,2.627731959,48.45406178
Enneapogon,Poaceae,Poales,0.0,0.0,0.833333333,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.0,1.73,0.360925926,5.530870827,74.38153976
Entolasia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,0.967741935,0.958333333,0.724806202,0.093533487,1.73,0.360925926,5.530870827,74.38153976
Epacris,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.55,0.974226804,1.81,0.87925,0.753636364,28.06023211
Ephedra,Ephedraceae,Gnetophyta,0.735294118,0.058823529,1.0,1.0,0.0,0.017857143,1.0,0.75,0.0,2.09,0.6471375,16.137,17.10015267
Epilobium,Onagraceae,Myrtales,0.834575261,0.504918033,0.87295082,0.020491803,0.001538462,0.0,1.0,0.575,0.95,1.54,0.395,0.403333333,35.75753331
